The table below was downloaded from the NIST Atomic Spectra Database Ionization Energies Form (https://physics.nist.gov/PhysRefData/ASD/ionEnergy.html) selecting all elemental species (H-Ds) in the January of 2022.
Notes:
(a) If the listed ionization energy is blank, it is unknown. Only the ground state is known.
(b) Uncertainties of some of the listed values are unknown. 
If you did not find the data you need, please inform the ASD Team.
----------------------------------------------------------------------------------------------------------------------------------------
At. num | Sp. Name      | Ion Charge | El. Name      |      Ionization Energy (a) (eV)      | Uncertainty (b) (eV) | References
     32 | Ge VIII       |         +7 | Germanium     |     (176.4)                          |     1.7              |              L7213
     32 | Ge IX         |         +8 | Germanium     |     (212.5)                          |     2.1              |              L7213
     32 | Ge X          |         +9 | Germanium     |     (252.1)                          |     2.2              |           L8672c99
     32 | Ge XI         |        +10 | Germanium     |     (286)                            |     3                |              L7213
     32 | Ge XII        |        +11 | Germanium     |     (326.0)                          |     2.5              |           L8672c99
     32 | Ge XIII       |        +12 | Germanium     |     (367)                            |     3                |           L8672c99
     32 | Ge XIV        |        +13 | Germanium     |     (407)                            |     3                |           L8672c99
     32 | Ge XV         |        +14 | Germanium     |     [527.9]                          |     1.6              |             L11770
     32 | Ge XVI        |        +15 | Germanium     |     [567.3]                          |     0.5              |             L11770
     32 | Ge XVII       |        +16 | Germanium     |     [609.1]                          |     0.8              |             L11770
     32 | Ge XVIII      |        +17 | Germanium     |     [662.8]                          |     1.9              |             L11770
     32 | Ge XIX        |        +18 | Germanium     |     [706.7]                          |     1.0              |              L7213
     32 | Ge XX         |        +19 | Germanium     |     [744]                            |     3                |             L11770
     32 | Ge XXI        |        +20 | Germanium     |     [837.1]                          |     1.0              |             L11770
     32 | Ge XXII       |        +21 | Germanium     |     [880.44]                         |     0.03             |             L11770
     32 | Ge XXIII      |        +22 | Germanium     |    [2180.1]                          |     1.2              |             L11770
     32 | Ge XXIV       |        +23 | Germanium     |    [2304]                            |     4                |             L11770
     32 | Ge XXV        |        +24 | Germanium     |    [2439]                            |     5                |             L11770
     32 | Ge XXVI       |        +25 | Germanium     |    [2575]                            |    19                |             L11770
     32 | Ge XXVII      |        +26 | Germanium     |    [2737.1]                          |     2.3              |             L11770
     32 | Ge XXVIII     |        +27 | Germanium     |    [2881.9]                          |     1.6              |             L11770
     32 | Ge XXIX       |        +28 | Germanium     |    [3074]                            |     3                |             L11770
     32 | Ge XXX        |        +29 | Germanium     |    (3194.293)                        |     0.007            |          L16264c99
     32 | Ge XXXI       |        +30 | Germanium     |   (13557.4208)                       |     0.0024           |             L12128
     32 | Ge XXXII      |        +31 | Germanium     |   (14119.430)                        |     0.006            |              L7188
     33 | As I          |          0 | Arsenic       |        9.78855                       |     0.00025          |              L1351
     33 | As II         |         +1 | Arsenic       |       18.5892                        |     0.0010           |               L820
     33 | As III        |         +2 | Arsenic       |       28.349                         |     0.012            |              L9358
     33 | As IV         |         +3 | Arsenic       |       50.15                          |     0.06             |              L9358
     33 | As V          |         +4 | Arsenic       |       62.77                          |     0.06             |              L5339
     33 | As VI         |         +5 | Arsenic       |      121.19                          |     0.06             |             L11275
     33 | As VII        |         +6 | Arsenic       |     (147.0)                          |     2.0              |           L8672c99
     33 | As VIII       |         +7 | Arsenic       |     (180.0)                          |     2.1              |           L8672c99
     33 | As IX         |         +8 | Arsenic       |     (213.0)                          |     2.2              |           L8672c99
     33 | As X          |         +9 | Arsenic       |     (247.0)                          |     2.2              |           L8672c99
     33 | As XI         |        +10 | Arsenic       |     (296.0)                          |     2.4              |           L8672c99
     33 | As XII        |        +11 | Arsenic       |     (333.0)                          |     2.5              |           L8672c99
     33 | As XIII       |        +12 | Arsenic       |     (375)                            |     3                |           L8672c99
     33 | As XIV        |        +13 | Arsenic       |     (418)                            |     3                |           L8672c99
     33 | As XV         |        +14 | Arsenic       |     (460)                            |     3                |           L8672c99
     33 | As XVI        |        +15 | Arsenic       |     [587.6]                          |     1.9              |             L11770
     33 | As XVII       |        +16 | Arsenic       |     [628.8]                          |     0.6              |             L11770
     33 | As XVIII      |        +17 | Arsenic       |     [672.9]                          |     0.9              |             L11770
     33 | As XIX        |        +18 | Arsenic       |     [728.9]                          |     2.2              |             L11770
     33 | As XX         |        +19 | Arsenic       |     [774.0]                          |     1.8              |             L11770
     33 | As XXI        |        +20 | Arsenic       |     [814]                            |     4                |             L11770
     33 | As XXII       |        +21 | Arsenic       |     [911.7]                          |     1.1              |             L11770
     33 | As XXIII      |        +22 | Arsenic       |     [956.79]                         |     0.03             |             L11770
     33 | As XXIV       |        +23 | Arsenic       |    [2356.9]                          |     1.4              |             L11770
     33 | As XXV        |        +24 | Arsenic       |    [2486]                            |     4                |             L11770
     33 | As XXVI       |        +25 | Arsenic       |    [2626]                            |     6                |             L11770
     33 | As XXVII      |        +26 | Arsenic       |    [2766]                            |    21                |             L11770
     33 | As XXVIII     |        +27 | Arsenic       |    [2938]                            |     3                |             L11770
     33 | As XXIX       |        +28 | Arsenic       |    [3088.1]                          |     1.9              |             L11770
     33 | As XXX        |        +29 | Arsenic       |    [3287]                            |     3                |             L11770
     33 | As XXXI       |        +30 | Arsenic       |    (3411.643)                        |     0.007            |          L16264c99
     33 | As XXXII      |        +31 | Arsenic       |   (14447.678)                        |     0.003            |             L12128
     33 | As XXXIII     |        +32 | Arsenic       |   (15028.907)                        |     0.006            |              L7188
     34 | Se I          |          0 | Selenium      |        9.752392                      |     0.000015         |  L2647,L4168,L5688
     34 | Se II         |         +1 | Selenium      |       21.196                         |     0.010            |         L17234c100
     34 | Se III        |         +2 | Selenium      |       31.697                         |     0.019            |             L17867
     34 | Se IV         |         +3 | Selenium      |       42.947                         |     0.003            |               L925
     34 | Se V          |         +4 | Selenium      |      [68.30]                         |     0.10             |             L16139
     34 | Se VI         |         +5 | Selenium      |       81.83                          |     0.03             |              L4300
     34 | Se VII        |         +6 | Selenium      |      155.327                         |     0.012            |              L6168
     34 | Se VIII       |         +7 | Selenium      |     (184.0)                          |     2.1              |           L8672c99
     34 | Se IX         |         +8 | Selenium      |     (219.0)                          |     2.2              |           L8672c99
     34 | Se X          |         +9 | Selenium      |     (255.0)                          |     2.2              |           L8672c99
     34 | Se XI         |        +10 | Selenium      |     (291.0)                          |     2.4              |           L8672c99
     34 | Se XII        |        +11 | Selenium      |     (342.9)                          |     2.5              |           L8672c99
     34 | Se XIII       |        +12 | Selenium      |     (383)                            |     3                |           L8672c99
     34 | Se XIV        |        +13 | Selenium      |     (426)                            |     3                |           L8672c99
     34 | Se XV         |        +14 | Selenium      |     (473)                            |     3                |           L8672c99
     34 | Se XVI        |        +15 | Selenium      |     (517)                            |     3                |           L8672c99
     34 | Se XVII       |        +16 | Selenium      |     [650.5]                          |     2.1              |             L11770
     34 | Se XVIII      |        +17 | Selenium      |     [693.4]                          |     0.7              |             L11770
     34 | Se XIX        |        +18 | Selenium      |     [739.8]                          |     1.1              |             L11770
     34 | Se XX         |        +19 | Selenium      |     [798]                            |     3                |             L11770
     34 | Se XXI        |        +20 | Selenium      |     [845.8]                          |     2.0              |             L11770
     34 | Se XXII       |        +21 | Selenium      |     [887]                            |     4                |             L11770
     34 | Se XXIII      |        +22 | Selenium      |     [989.6]                          |     1.3              |             L11770
     34 | Se XXIV       |        +23 | Selenium      |    [1036.36]                         |     0.03             |             L11770
     34 | Se XXV        |        +24 | Selenium      |    [2540.7]                          |     1.4              |             L11770
     34 | Se XXVI       |        +25 | Selenium      |    [2674]                            |     5                |             L11770
     34 | Se XXVII      |        +26 | Selenium      |    [2820]                            |     6                |             L11770
     34 | Se XXVIII     |        +27 | Selenium      |    [2964]                            |    22                |             L11770
     34 | Se XXIX       |        +28 | Selenium      |    [3146]                            |     3                |             L11770
     34 | Se XXX        |        +29 | Selenium      |    [3301.8]                          |     2.1              |             L11770
     34 | Se XXXI       |        +30 | Selenium      |    [3507]                            |     3                |             L11770
     34 | Se XXXII      |        +31 | Selenium      |    (3636.526)                        |     0.007            |          L16264c99
     34 | Se XXXIII     |        +32 | Selenium      |   (15367.491)                        |     0.003            |             L12128
     34 | Se XXXIV      |        +33 | Selenium      |   (15968.084)                        |     0.009            |              L7188
     35 | Br I          |          0 | Bromine       |       11.81381                       |     0.00006          |           L351,L67
     35 | Br II         |         +1 | Bromine       |       21.591                         |                      |              L8844
     35 | Br III        |         +2 | Bromine       |       34.871                         |     0.019            |             L19007
     35 | Br IV         |         +3 | Bromine       |       47.782                         |     0.012            |             L18581
     35 | Br V          |         +4 | Bromine       |       59.595                         |     0.025            |             L14906
     35 | Br VI         |         +5 | Bromine       |       87.390                         |     0.025            |             L18281
     35 | Br VII        |         +6 | Bromine       |     [103.03]                         |     0.19             |             L10278
     35 | Br VIII       |         +7 | Bromine       |      192.61                          |     0.06             |              L6586
     35 | Br IX         |         +8 | Bromine       |     (224.0)                          |     2.2              |           L8672c99
     35 | Br X          |         +9 | Bromine       |     (261.0)                          |     2.2              |           L8672c99
     35 | Br XI         |        +10 | Bromine       |     (301.0)                          |     2.4              |           L8672c99
     35 | Br XII        |        +11 | Bromine       |     (338.0)                          |     2.5              |           L8672c99
     35 | Br XIII       |        +12 | Bromine       |     (393)                            |     3                |           L8672c99
     35 | Br XIV        |        +13 | Bromine       |     (436)                            |     3                |           L8672c99
     35 | Br XV         |        +14 | Bromine       |     (481)                            |     3                |           L8672c99
     35 | Br XVI        |        +15 | Bromine       |     (530)                            |     3                |           L8672c99
     35 | Br XVII       |        +16 | Bromine       |     (577)                            |     3                |           L8672c99
     35 | Br XVIII      |        +17 | Bromine       |     [716.3]                          |     2.3              |             L11770
     35 | Br XIX        |        +18 | Bromine       |     [761.0]                          |     0.8              |             L11770
     35 | Br XX         |        +19 | Bromine       |     [809.8]                          |     1.2              |             L11770
     35 | Br XXI        |        +20 | Bromine       |     [870]                            |     3                |             L11770
     35 | Br XXII       |        +21 | Bromine       |     [920.8]                          |     2.2              |             L11770
     35 | Br XXIII      |        +22 | Bromine       |     [963]                            |     5                |             L11770
     35 | Br XXIV       |        +23 | Bromine       |    [1070.6]                          |     1.4              |             L11770
     35 | Br XXV        |        +24 | Bromine       |    [1119.17]                         |     0.04             |             L11770
     35 | Br XXVI       |        +25 | Bromine       |    [2731.4]                          |     1.5              |             L11770
     35 | Br XXVII      |        +26 | Bromine       |    [2869]                            |     5                |             L11770
     35 | Br XXVIII     |        +27 | Bromine       |    [3021]                            |     7                |             L11770
     35 | Br XXIX       |        +28 | Bromine       |    [3169]                            |    24                |             L11770
     35 | Br XXX        |        +29 | Bromine       |    [3361]                            |     3                |             L11770
     35 | Br XXXI       |        +30 | Bromine       |    [3523.1]                          |     2.2              |             L11770
     35 | Br XXXII      |        +31 | Bromine       |    [3735]                            |     4                |             L11770
     35 | Br XXXIII     |        +32 | Bromine       |    (3868.986)                        |     0.007            |          L16264c99
     35 | Br XXXIV      |        +33 | Bromine       |   (16317.011)                        |     0.004            |             L12128
     35 | Br XXXV       |        +34 | Bromine       |   (16937.127)                        |     0.010            |              L7188
     36 | Kr I          |          0 | Krypton       |       13.9996055                     |     0.0000020        |             L12196
     36 | Kr II         |         +1 | Krypton       |       24.35984                       |     0.00012          |         L7212,L353
     36 | Kr III        |         +2 | Krypton       |       35.838                         |     0.020            |             L15467
     36 | Kr IV         |         +3 | Krypton       |       50.85                          |     0.11             |          L9022c101
     36 | Kr V          |         +4 | Krypton       |      [64.69]                         |     0.20             |      L12196,L16139
     36 | Kr VI         |         +5 | Krypton       |      [78.49]                         |     0.20             |      L12196,L16139
     36 | Kr VII        |         +6 | Krypton       |     (109.13)                         |     0.05             |             L13202
     36 | Kr VIII       |         +7 | Krypton       |      125.802                         |     0.003            |             L10636
     36 | Kr IX         |         +8 | Krypton       |     [233.0]                          |     0.7              |             L10191
     36 | Kr X          |         +9 | Krypton       |     (268)                            |     3                |              L7212
     36 | Kr XI         |        +10 | Krypton       |     (308)                            |     3                |              L7212
     36 | Kr XII        |        +11 | Krypton       |     (350)                            |     3                |              L7212
     36 | Kr XIII       |        +12 | Krypton       |     (391)                            |     4                |              L7212
     36 | Kr XIV        |        +13 | Krypton       |     (446)                            |     3                |           L8672c99
     36 | Kr XV         |        +14 | Krypton       |     (492)                            |     5                |             L12196
     36 | Kr XVI        |        +15 | Krypton       |     (540)                            |     3                |           L8672c99
     36 | Kr XVII       |        +16 | Krypton       |     (591)                            |     3                |           L8672c99
     36 | Kr XVIII      |        +17 | Krypton       |     (640)                            |     3                |           L8672c99
     36 | Kr XIX        |        +18 | Krypton       |     [785]                            |     3                |             L11770
     36 | Kr XX         |        +19 | Krypton       |     [831.6]                          |     0.9              |             L11770
     36 | Kr XXI        |        +20 | Krypton       |     [882.8]                          |     1.3              |             L11770
     36 | Kr XXII       |        +21 | Krypton       |     [945]                            |     3                |             L11770
     36 | Kr XXIII      |        +22 | Krypton       |     [999.0]                          |     2.4              |             L11770
     36 | Kr XXIV       |        +23 | Krypton       |    [1042]                            |     5                |             L11770
     36 | Kr XXV        |        +24 | Krypton       |    [1155.0]                          |     1.6              |             L11770
     36 | Kr XXVI       |        +25 | Krypton       |    [1205.23]                         |     0.04             |             L11770
     36 | Kr XXVII      |        +26 | Krypton       |    [2928.9]                          |     1.7              |             L11770
     36 | Kr XXVIII     |        +27 | Krypton       |    [3072]                            |     5                |             L11770
     36 | Kr XXIX       |        +28 | Krypton       |    [3228]                            |     7                |             L11770
     36 | Kr XXX        |        +29 | Krypton       |    [3380]                            |    30                |             L11770
     36 | Kr XXXI       |        +30 | Krypton       |    [3584]                            |     4                |             L11770
     36 | Kr XXXII      |        +31 | Krypton       |    [3752.0]                          |     2.5              |             L11770
     36 | Kr XXXIII     |        +32 | Krypton       |    [3971]                            |     4                |             L11770
     36 | Kr XXXIV      |        +33 | Krypton       |    (4109.083)                        |     0.009            |          L16264c99
     36 | Kr XXXV       |        +34 | Krypton       |   (17296.421)                        |     0.004            |             L12128
     36 | Kr XXXVI      |        +35 | Krypton       |   (17936.209)                        |     0.011            |              L7188
     37 | Rb I          |          0 | Rubidium      |        4.1771281                     |     0.0000012        |        L4740,L5783
     37 | Rb II         |         +1 | Rubidium      |       27.28954                       |     0.00006          |              L2590
     37 | Rb III        |         +2 | Rubidium      |      [39.247]                        |     0.003            |              L4311
     37 | Rb IV         |         +3 | Rubidium      |      [52.20]                         |     0.25             |        L9039,L6470
     37 | Rb V          |         +4 | Rubidium      |      (68.44)                         |     0.15             |           L9039c99
     37 | Rb VI         |         +5 | Rubidium      |      (82.9)                          |     2.0              |           L8672c99
     37 | Rb VII        |         +6 | Rubidium      |      [98.67]                         |     0.04             |              L6833
     37 | Rb VIII       |         +7 | Rubidium      |     [132.79]                         |     0.25             |        L9039,L6976
     37 | Rb IX         |         +8 | Rubidium      |      150.628                         |     0.025            |              L6264
     37 | Rb X          |         +9 | Rubidium      |      277.12                          |     0.12             |           L3465c99
     37 | Rb XI         |        +10 | Rubidium      |     (313.1)                          |     2.4              |           L8672c99
     37 | Rb XII        |        +11 | Rubidium      |     (356.0)                          |     2.5              |           L8672c99
     37 | Rb XIII       |        +12 | Rubidium      |     (400)                            |     3                |           L8672c99
     37 | Rb XIV        |        +13 | Rubidium      |     (443)                            |     3                |           L8672c99
     37 | Rb XV         |        +14 | Rubidium      |     (502)                            |     3                |           L8672c99
     37 | Rb XVI        |        +15 | Rubidium      |     (550)                            |     3                |           L8672c99
     37 | Rb XVII       |        +16 | Rubidium      |     (601)                            |     3                |           L8672c99
     37 | Rb XVIII      |        +17 | Rubidium      |     (654)                            |     3                |           L8672c99
     37 | Rb XIX        |        +18 | Rubidium      |     (706.0)                          |     2.2              |              L9039
     37 | Rb XX         |        +19 | Rubidium      |     [857]                            |     3                |             L11770
     37 | Rb XXI        |        +20 | Rubidium      |     [905.3]                          |     1.0              |             L11770
     37 | Rb XXII       |        +21 | Rubidium      |     [958.9]                          |     1.4              |             L11770
     37 | Rb XXIII      |        +22 | Rubidium      |    [1024]                            |     4                |             L11770
     37 | Rb XXIV       |        +23 | Rubidium      |    [1080]                            |     3                |             L11770
     37 | Rb XXV        |        +24 | Rubidium      |    [1125]                            |     5                |             L11770
     37 | Rb XXVI       |        +25 | Rubidium      |    [1242.5]                          |     1.7              |             L11770
     37 | Rb XXVII      |        +26 | Rubidium      |    [1294.57]                         |     0.04             |             L11770
     37 | Rb XXVIII     |        +27 | Rubidium      |    [3133.3]                          |     1.8              |             L11770
     37 | Rb XXIX       |        +28 | Rubidium      |    [3281]                            |     6                |             L11770
     37 | Rb XXX        |        +29 | Rubidium      |    [3443]                            |     8                |             L11770
     37 | Rb XXXI       |        +30 | Rubidium      |    [3600]                            |    30                |             L11770
     37 | Rb XXXII      |        +31 | Rubidium      |    [3815]                            |     4                |             L11770
     37 | Rb XXXIII     |        +32 | Rubidium      |    [3988]                            |     3                |             L11770
     37 | Rb XXXIV      |        +33 | Rubidium      |    [4214]                            |     4                |             L11770
     37 | Rb XXXV       |        +34 | Rubidium      |    (4356.865)                        |     0.010            |          L16264c99
     37 | Rb XXXVI      |        +35 | Rubidium      |   (18305.884)                        |     0.005            |             L12128
     37 | Rb XXXVII     |        +36 | Rubidium      |   (18965.516)                        |     0.012            |              L7188
     38 | Sr I          |          0 | Strontium     |        5.69486745                    |     0.00000012       |       L15350,L5644
     38 | Sr II         |         +1 | Strontium     |       11.0302765                     |     0.0000025        |             L13983
     38 | Sr III        |         +2 | Strontium     |       42.88353                       |     0.00019          |              L1771
     38 | Sr IV         |         +3 | Strontium     |      [56.280]                        |     0.003            |              L4311
     38 | Sr V          |         +4 | Strontium     |      [70.7]                          |     0.6              |              L6378
     38 | Sr VI         |         +5 | Strontium     |      (88.0)                          |     2.0              |           L8672c99
     38 | Sr VII        |         +6 | Strontium     |     (104.0)                          |     2.0              |           L8672c99
     38 | Sr VIII       |         +7 | Strontium     |     [121.21]                         |     0.06             |              L6833
     38 | Sr IX         |         +8 | Strontium     |     [158.33]                         |     0.25             |              L6976
     38 | Sr X          |         +9 | Strontium     |      177.30                          |     0.06             |              L5322
     38 | Sr XI         |        +10 | Strontium     |      324.07                          |     0.15             |           L3465c99
     38 | Sr XII        |        +11 | Strontium     |     (362.0)                          |     2.5              |           L8672c99
     38 | Sr XIII       |        +12 | Strontium     |     (408)                            |     3                |           L8672c99
     38 | Sr XIV        |        +13 | Strontium     |     (454)                            |     3                |           L8672c99
     38 | Sr XV         |        +14 | Strontium     |     (499)                            |     3                |           L8672c99
     38 | Sr XVI        |        +15 | Strontium     |     (562)                            |     3                |           L8672c99
     38 | Sr XVII       |        +16 | Strontium     |     (612)                            |     3                |           L8672c99
     38 | Sr XVIII      |        +17 | Strontium     |     (665)                            |     3                |           L8672c99
     38 | Sr XIX        |        +18 | Strontium     |     (722)                            |     3                |           L8672c99
     38 | Sr XX         |        +19 | Strontium     |     (774)                            |     4                |           L8672c99
     38 | Sr XXI        |        +20 | Strontium     |     [932]                            |     3                |             L11770
     38 | Sr XXII       |        +21 | Strontium     |     [982.1]                          |     1.1              |             L11770
     38 | Sr XXIII      |        +22 | Strontium     |    [1038.0]                          |     1.5              |             L11770
     38 | Sr XXIV       |        +23 | Strontium     |    [1105]                            |     4                |             L11770
     38 | Sr XXV        |        +24 | Strontium     |    [1165]                            |     3                |             L11770
     38 | Sr XXVI       |        +25 | Strontium     |    [1211]                            |     6                |             L11770
     38 | Sr XXVII      |        +26 | Strontium     |    [1333.4]                          |     1.9              |             L11770
     38 | Sr XXVIII     |        +27 | Strontium     |    [1387.19]                         |     0.05             |             L11770
     38 | Sr XXIX       |        +28 | Strontium     |    [3344.7]                          |     1.9              |             L11770
     38 | Sr XXX        |        +29 | Strontium     |    [3497]                            |     6                |             L11770
     38 | Sr XXXI       |        +30 | Strontium     |    [3664]                            |     8                |             L11770
     38 | Sr XXXII      |        +31 | Strontium     |    [3830]                            |    30                |             L11770
     38 | Sr XXXIII     |        +32 | Strontium     |    [4053]                            |     4                |             L11770
     38 | Sr XXXIV      |        +33 | Strontium     |    [4232]                            |     3                |             L11770
     38 | Sr XXXV       |        +34 | Strontium     |    [4465]                            |     4                |             L11770
     38 | Sr XXXVI      |        +35 | Strontium     |    (4612.397)                        |     0.011            |          L16264c99
     38 | Sr XXXVII     |        +36 | Strontium     |   (19345.588)                        |     0.005            |             L12128
     38 | Sr XXXVIII    |        +37 | Strontium     |   (20025.233)                        |     0.012            |              L7188
     39 | Y I           |          0 | Yttrium       |        6.21726                       |     0.00010          |  L8844,L2111,L9735
     39 | Y II          |         +1 | Yttrium       |       12.2236                        |     0.0006           |             L10987
     39 | Y III         |         +2 | Yttrium       |       20.52441                       |     0.00012          |              L2592
     39 | Y IV          |         +3 | Yttrium       |      [60.6072]                       |     0.0025           |              L5501
     39 | Y V           |         +4 | Yttrium       |       75.35                          |     0.04             |             L19755
     39 | Y VI          |         +5 | Yttrium       |      [91.390]                        |     0.025            |              L6821
     39 | Y VII         |         +6 | Yttrium       |     [110.02]                         |     0.15             |              L5287
     39 | Y VIII        |         +7 | Yttrium       |     [128.12]                         |     0.06             |             L20835
     39 | Y IX          |         +8 | Yttrium       |     [145.64]                         |     0.04             |              L6833
     39 | Y X           |         +9 | Yttrium       |     [185.7]                          |     0.4              |              L6976
     39 | Y XI          |        +10 | Yttrium       |      205.814                         |     0.025            |              L4899
     39 | Y XII         |        +11 | Yttrium       |      374.04                          |     0.25             |           L3465c99
     39 | Y XIII        |        +12 | Yttrium       |     (414)                            |     3                |           L8672c99
     39 | Y XIV         |        +13 | Yttrium       |     (463)                            |     3                |           L8672c99
     39 | Y XV          |        +14 | Yttrium       |     (512)                            |     3                |           L8672c99
     39 | Y XVI         |        +15 | Yttrium       |     (559)                            |     3                |           L8672c99
     39 | Y XVII        |        +16 | Yttrium       |     (624)                            |     3                |           L8672c99
     39 | Y XVIII       |        +17 | Yttrium       |     (677)                            |     3                |           L8672c99
     39 | Y XIX         |        +18 | Yttrium       |     (733)                            |     3                |           L8672c99
     39 | Y XX          |        +19 | Yttrium       |     (790)                            |     4                |           L8672c99
     39 | Y XXI         |        +20 | Yttrium       |     (847)                            |     4                |           L8672c99
     39 | Y XXII        |        +21 | Yttrium       |    [1010]                            |     3                |             L11770
     39 | Y XXIII       |        +22 | Yttrium       |    [1061.9]                          |     1.2              |             L11770
     39 | Y XXIV        |        +23 | Yttrium       |    [1120.2]                          |     1.6              |             L11770
     39 | Y XXV         |        +24 | Yttrium       |    [1190]                            |     4                |             L11770
     39 | Y XXVI        |        +25 | Yttrium       |    [1253]                            |     3                |             L11770
     39 | Y XXVII       |        +26 | Yttrium       |    [1300]                            |     6                |             L11770
     39 | Y XXVIII      |        +27 | Yttrium       |    [1427.6]                          |     2.0              |             L11770
     39 | Y XXIX        |        +28 | Yttrium       |    [1483.12]                         |     0.05             |             L11770
     39 | Y XXX         |        +29 | Yttrium       |    [3562.9]                          |     2.0              |             L11770
     39 | Y XXXI        |        +30 | Yttrium       |    [3720]                            |     6                |             L11770
     39 | Y XXXII       |        +31 | Yttrium       |    [3892]                            |     8                |             L11770
     39 | Y XXXIII      |        +32 | Yttrium       |    [4060]                            |    30                |             L11770
     39 | Y XXXIV       |        +33 | Yttrium       |    [4299]                            |     5                |             L11770
     39 | Y XXXV        |        +34 | Yttrium       |    [4484]                            |     3                |             L11770
     39 | Y XXXVI       |        +35 | Yttrium       |    [4724]                            |     5                |             L11770
     39 | Y XXXVII      |        +36 | Yttrium       |    (4875.731)                        |     0.012            |          L16264c99
     39 | Y XXXVIII     |        +37 | Yttrium       |   (20415.717)                        |     0.006            |             L12128
     39 | Y XXXIX       |        +38 | Yttrium       |   (21115.550)                        |     0.012            |              L7188
     40 | Zr I          |          0 | Zirconium     |        6.634126                      |     0.000005         |             L21107
     40 | Zr II         |         +1 | Zirconium     |       13.13                          |                      |               L272
     40 | Zr III        |         +2 | Zirconium     |      [23.170]                        |     0.004            |              L9267
     40 | Zr IV         |         +3 | Zirconium     |       34.41836                       |     0.00006          |             L11645
     40 | Zr V          |         +4 | Zirconium     |      [80.348]                        |     0.007            |              L4594
     40 | Zr VI         |         +5 | Zirconium     |      [96.38]                         |     0.04             |             L19460
     40 | Zr VII        |         +6 | Zirconium     |     (112.0)                          |     2.0              |           L8672c99
     40 | Zr VIII       |         +7 | Zirconium     |     [133.7]                          |     0.5              |              L5287
     40 | Zr IX         |         +8 | Zirconium     |     (153.0)                          |     2.2              |           L8672c99
     40 | Zr X          |         +9 | Zirconium     |     [172.02]                         |     0.05             |              L6833
     40 | Zr XI         |        +10 | Zirconium     |     [214.9]                          |     0.4              |              L6976
     40 | Zr XII        |        +11 | Zirconium     |      236.252                         |     0.025            |              L4917
     40 | Zr XIII       |        +12 | Zirconium     |     (426)                            |     3                |           L8672c99
     40 | Zr XIV        |        +13 | Zirconium     |     (470)                            |     3                |           L8672c99
     40 | Zr XV         |        +14 | Zirconium     |     (520)                            |     3                |           L8672c99
     40 | Zr XVI        |        +15 | Zirconium     |     (573)                            |     3                |           L8672c99
     40 | Zr XVII       |        +16 | Zirconium     |     (622)                            |     3                |           L8672c99
     40 | Zr XVIII      |        +17 | Zirconium     |     (690)                            |     3                |           L8672c99
     40 | Zr XIX        |        +18 | Zirconium     |     (745)                            |     3                |           L8672c99
     40 | Zr XX         |        +19 | Zirconium     |     (803)                            |     4                |           L8672c99
     40 | Zr XXI        |        +20 | Zirconium     |     (863)                            |     4                |           L8672c99
     40 | Zr XXII       |        +21 | Zirconium     |     (922)                            |     4                |           L8672c99
     40 | Zr XXIII      |        +22 | Zirconium     |    [1092]                            |     3                |             L11770
     40 | Zr XXIV       |        +23 | Zirconium     |    [1144.7]                          |     1.2              |             L11770
     40 | Zr XXV        |        +24 | Zirconium     |    [1205.4]                          |     1.7              |             L11770
     40 | Zr XXVI       |        +25 | Zirconium     |    [1277]                            |     5                |             L11770
     40 | Zr XXVII      |        +26 | Zirconium     |    [1344]                            |     3                |             L11770
     40 | Zr XXVIII     |        +27 | Zirconium     |    [1392]                            |     7                |             L11770
     40 | Zr XXIX       |        +28 | Zirconium     |    [1525.1]                          |     2.2              |             L11770
     40 | Zr XXX        |        +29 | Zirconium     |    [1582.37]                         |     0.05             |             L11770
     40 | Zr XXXI       |        +30 | Zirconium     |    [3788.0]                          |     2.1              |             L11770
     40 | Zr XXXII      |        +31 | Zirconium     |    [3950]                            |     7                |             L11770
     40 | Zr XXXIII     |        +32 | Zirconium     |    [4127]                            |     9                |             L11770
     40 | Zr XXXIV      |        +33 | Zirconium     |    [4300]                            |    30                |             L11770
     40 | Zr XXXV       |        +34 | Zirconium     |    [4553]                            |     5                |             L11770
     40 | Zr XXXVI      |        +35 | Zirconium     |    [4744]                            |     3                |             L11770
     40 | Zr XXXVII     |        +36 | Zirconium     |    [4991]                            |     5                |             L11770
     40 | Zr XXXVIII    |        +37 | Zirconium     |    (5146.935)                        |     0.014            |          L16264c99
     40 | Zr XXXIX      |        +38 | Zirconium     |   (21516.469)                        |     0.006            |             L12128
     40 | Zr XL         |        +39 | Zirconium     |   (22236.678)                        |     0.012            |              L7188
     41 | Nb I          |          0 | Niobium       |        6.75885                       |     0.00004          |              L6829
     41 | Nb II         |         +1 | Niobium       |      [14.32]                         |                      |              L3466
     41 | Nb III        |         +2 | Niobium       |      [25.04]                         |                      |             L17276
     41 | Nb IV         |         +3 | Niobium       |       37.611                         |     0.022            |             L12094
     41 | Nb V          |         +4 | Niobium       |       50.5728                        |     0.0025           |              L5437
     41 | Nb VI         |         +5 | Niobium       |     [102.069]                        |     0.006            |             L11271
     41 | Nb VII        |         +6 | Niobium       |      119.1                           |     0.4              |              L2933
     41 | Nb VIII       |         +7 | Niobium       |     (136.0)                          |     2.1              |           L8672c99
     41 | Nb IX         |         +8 | Niobium       |     [159.2]                          |     0.7              |              L5287
